# ra,dec,mag,bv,spectral,hd,hip,dist_pc,name  (dist_pc 0 = unknown)
349.2912,3.2822,3.69,0.92,G9-III:Fe-2,219615,114971,40.13,
28.9896,-51.6089,3.70,0.85,G8IIIbCNIV,11937,9007,17.49,
56.2188,24.1133,3.70,-0.11,B6III,23302,17499,113.64,Electra
269.4412,29.2478,3.70,0.94,G8+III,163993,87933,41.46,
89.1013,-14.1678,3.71,0.33,F1III,40136,28103,15.04,
176.5125,47.7794,3.71,1.18,K0.5IIIb,102224,57399,60.1,Taiyangshou
237.7042,4.4778,3.71,0.15,A2Vm,141795,77622,21.56,
298.8283,6.4067,3.71,0.86,G8IV,188512,98036,13.71,Alshain
73.5629,2.4406,3.72,-0.18,B3III+B0V,31237,22797,,
89.8817,54.2847,3.72,1.0,K0-III,40035,28358,43.07,
221.5621,1.8928,3.72,-0.01,A0V,130109,72220,39.45,
316.2329,43.9278,3.72,1.65,K4.5Ib-II,200905,104060,361.01,
318.6979,38.0456,3.72,0.39,F2IV,202444,104887,20.92,
27.8650,-10.3350,3.73,1.14,K0IIIBa0.1,11353,8645,79.43,Baten Kaitos
53.2325,-9.4583,3.73,0.88,K2V,22049,16537,3.22,Ran
118.0542,-40.5758,3.73,1.04,K1-2II+A0,64440,38414,105.71,
271.8375,9.5639,3.73,0.12,A4IV s,165777,88771,25.38,
51.7925,9.7328,3.74,-0.09,B9Vn,21364,16083,68.12,
321.6667,-22.4114,3.74,1.0,G4Ib,204075,105881,122.1,
343.1538,-7.5797,3.74,1.64,M2.5IIIaFe-1,216386,112961,120.05,
75.6196,41.0758,3.75,1.22,K4II+B8V,32068,23453,241.55,Saclateni
136.0387,-47.0978,3.75,1.2,K2III,78004,44511,94.79,
245.4800,19.1531,3.75,0.27,A9III,147547,80170,59.92,
266.9733,2.7072,3.75,0.04,A0Vnp,161868,87108,29.05,
268.3821,56.8728,3.75,1.18,K2-III,163588,87585,34.18,Grumium
337.2929,58.4153,3.75,0.6,F5Ib-G2Ib,213306,110991,301.2,
42.6742,55.8956,3.76,1.68,K3-Ib-IIa,17506,13268,,Miram
65.7338,17.5425,3.76,0.98,K0-IIICN0.5,27697,20455,46.97,Secunda Hyadum
83.4062,-62.4897,3.76,0.82,F6Ia,37350,26069,318.47,
252.4463,-59.0414,3.76,1.57,K5III,151249,82363,96.06,
325.3687,-77.3900,3.76,1.0,K0III,205478,107089,21.18,
331.7529,25.3450,3.76,0.44,F5V,210027,109176,11.76,
56.2983,42.5786,3.77,0.42,F5II,23230,17529,170.65,
126.4342,-66.1369,3.77,1.13,K1III,71878,41312,33.1,
286.1708,-21.7417,3.77,1.01,G9IIIb,177241,93683,42.57,
289.2758,53.3686,3.77,0.96,G9III,181276,94779,37.76,
309.9096,15.9119,3.77,-0.06,B9IV,196867,101958,73.8,Sualocin
311.9192,-9.4958,3.77,0.0,A1V,198001,102618,70.37,Albali
337.8229,50.2825,3.77,0.01,A1V,213558,111169,31.39,
107.1871,-70.4989,3.78,1.04,K0III,55865,34481,43.44,
163.3733,-58.8533,3.78,0.95,K1III,94510,53253,29.66,
106.0271,20.5703,3.79,0.79,F7-G3Ib,52973,34088,,Mekbuda
111.4317,27.7981,3.79,1.03,G9IIIbHdel -1,58207,36046,38.61,
292.4262,51.7297,3.79,0.14,A5Vn,184006,95853,37.55,
303.4079,46.7414,3.79,1.28,K2II+B3V,192577,99675,,
47.3742,44.8572,3.80,0.98,K0III,19476,14668,34.42,Misam
147.7475,59.0386,3.80,0.29,F2IV,84999,48319,35.27,
154.9942,19.8406,3.80,,G7IIIFe-1,89485,,,
233.7004,10.5375,3.80,0.26,F0IV,138917,76276,64.35,
233.7004,10.5392,3.80,0.26,F0IV,138918,,,
264.8662,46.0064,3.80,-0.18,B3IV,160762,86414,151.98,
84.6867,-2.6000,3.81,-0.24,O9.5V,37468,26549,,
87.8304,-20.8792,3.81,0.99,K0IIIFe-1.5CH0.5,39364,27654,34.42,
156.5225,-16.8364,3.81,1.48,K4.5III,90432,51069,76.1,
68.8875,-30.5622,3.82,0.98,G8IIIa,29291,21393,64.02,Theemin
139.7113,36.8025,3.82,0.06,A3V,80081,45688,37.38,
156.9696,-58.7394,3.82,0.31,F2II,90853,51232,319.49,
247.7283,1.9839,3.82,0.01,A0V+A4V,148857,80883,50.94,Marfik
296.8471,18.5342,3.82,1.41,M2II+A0V,187076,97365,137.36,
354.3913,46.4581,3.82,1.01,G8III-IV,222107,116584,25.81,
56.0796,32.2883,3.83,0.05,B1III,23180,17448,,Atik
163.3279,34.2150,3.83,1.04,K0+III-IV,94264,53229,29.94,Praecipua
209.5679,-42.1008,3.83,-0.21,B2IV,121743,68245,142.65,
221.9650,-79.0447,3.83,1.43,K3IIIa,129078,72370,126.1,
271.8858,28.7625,3.83,-0.03,B9.5V,166014,88794,106.5,
297.0433,70.2678,3.83,0.89,G7IIIbCN-2,188119,97433,44.64,
67.1438,15.9622,3.84,0.95,K0IIIbFe-0.5,28307,20885,48.4,
130.1567,-46.6489,3.84,0.71,F3Ia,74180,42570,,
133.7617,-60.6447,3.84,-0.1,B8-9II,76728,43783,95.69,
159.3254,-48.2258,3.84,0.3,F4IV+F3,92139,51986,26.52,
172.8508,69.3311,3.84,1.62,M0IIICa-1,100029,56211,102.46,Giausar
235.6858,26.2956,3.84,0.0,B9IV+A3V,140436,76952,44.48,
275.9246,21.7697,3.84,1.18,K2.5IIIab,169414,90139,39.37,
335.4142,-1.3872,3.84,-0.05,A0V,212061,110395,48.38,Sadachbia
56.0500,-64.8069,3.85,1.13,K2+III,23817,17440,30.57,
86.8212,-51.0664,3.85,0.17,A5V,39060,27321,19.28,
95.5283,-33.4364,3.85,0.88,G7II,44762,30277,72.73,
108.7029,-26.7728,3.85,-0.17,B2IV-Ve,56139,35037,283.29,
153.6842,-42.1219,3.85,0.05,A2V,88955,50191,31.53,
158.2029,9.3067,3.85,-0.14,B1Ib,91316,51624,,
239.1133,15.6617,3.85,0.48,F6V,142860,78072,11.12,
243.8596,-63.6856,3.85,1.11,G2Ib-IIa,145544,79664,190.48,
278.8017,-8.2442,3.85,1.33,K3-III-IIIb,171443,91117,53.42,
63.5004,-42.2944,3.86,1.1,K1III,26967,19747,35.91,
189.4258,-48.5411,3.86,0.05,A2V,109787,61622,40.37,
269.0633,37.2506,3.86,1.35,K1IIaCN+2,163770,87808,205.34,
273.4408,-21.0589,3.86,0.23,B8Iap,166937,89341,,Polis
14.1883,38.4994,3.87,0.13,A5V,5448,4436,41.79,
48.0179,-28.9869,3.87,0.52,F8V,20010,14879,14.11,Dalim
56.4567,24.3678,3.87,-0.07,B8III,23408,17573,110.38,Maia
69.5450,-14.3039,3.87,1.09,K2IIIb,29503,21594,33.51,Sceptrum
82.8029,-35.4706,3.87,1.14,K1IIIa,36597,25859,84.96,
103.5329,-24.1839,3.87,1.73,K2+Iab,50877,33152,,
188.1167,-72.1331,3.87,-0.15,B5V,109026,61199,99.3,
188.3708,69.7883,3.87,-0.13,B6IIIpe,109387,61281,152.67,
209.6700,-44.8036,3.87,-0.2,B2IV-V,121790,68282,128.04,
227.9838,-48.7378,3.87,-0.05,B9.5Vne,134481,74376,55.9,
2.3529,-45.7475,3.88,1.03,K0III,496,765,42.96,
138.5912,2.3142,3.88,-0.06,B9.5V,79469,45336,39.46,
148.1908,26.0069,3.88,1.22,K2IIICN1Ca1,85503,48455,40.78,Rasalas
202.7613,-39.4075,3.88,1.17,G9Ib*,117440,65936,,
220.7650,-5.6583,3.88,0.38,F2III,129502,71957,18.68,
239.2212,-29.2142,3.88,-0.2,B2IV-V,142669,78104,125.47,Iklil
44.1071,-8.8981,3.89,1.11,K1-IIIbBa0.2:,18322,13701,40.83,Azha
170.2517,-54.4911,3.89,-0.15,B5Vn,98718,55425,98.52,
184.9767,-0.6669,3.89,0.02,A2IV,107259,60129,76.57,Zaniah
244.9350,46.3133,3.89,-0.15,B5IV,147394,79992,96.43,
248.3625,-78.8972,3.89,0.91,G8-K0III,147675,81065,48.92,
299.0767,35.0833,3.89,1.02,K0III,188947,98110,42.74,
126.4150,-3.9064,3.90,-0.02,A0V,71155,41307,38.33,
298.1183,1.0056,3.90,0.89,F6Ib,187929,97804,,
347.5900,-45.2467,3.90,1.02,K1III,218670,114421,56.72,
60.7892,5.9892,3.91,0.03,A1V,25490,18907,39.62,
131.5071,-46.0417,3.91,0.0,A1III,75063,43023,,
144.9642,-1.1428,3.91,1.32,K2.5III-IIIbBa0.3,83618,47431,84.53,Ukdah
167.1475,-58.9750,3.91,1.23,G40-Ia,96918,54463,,
187.0100,-50.2306,3.91,-0.19,B2V,108483,60823,135.87,
233.8817,-14.7894,3.91,1.01,G8.5III,138905,76333,46.69,Zubenelhakrabi
17.0963,-55.2458,3.92,-0.08,B6V+B9V,6882,5348,85.76,Wurren
255.0725,30.9264,3.92,-0.01,A0V,153808,83207,49.9,
318.9558,5.2478,3.92,0.53,G0III+A5V,202447,104987,57.11,Kitalpha
69.0796,-3.3525,3.93,-0.21,B2III,29248,21444,179.86,
115.3117,-9.5511,3.93,1.02,K0III,61935,37447,44.23,
290.4183,-17.8472,3.93,0.22,F0IV-V,181577,95168,37.33,
6.5508,-43.6800,3.94,0.17,A7V,2262,2072,23.52,
131.1712,18.1542,3.94,1.08,K0III-IIIb,74442,42911,41.72,Asellus Australis
170.9812,10.5292,3.94,0.41,F4IV,99028,55642,24.24,
314.2933,41.1672,3.94,0.02,A1Vn,199629,103413,109.05,
22.8129,-49.0728,3.95,0.99,K0III,9362,7083,45.15,
43.5646,52.7625,3.95,0.74,G4III+A4V,17878,13531,76.05,
99.1708,-19.2558,3.95,1.06,K1III,47205,31592,19.84,
115.4550,-72.6061,3.95,1.04,K0III,63295,37504,41.05,
200.9850,54.9217,3.95,0.13,A1m,116657,,,
237.7396,-33.6272,3.95,-0.04,B9IV,141556,77634,63.05,
341.6329,23.5656,3.95,1.07,G8IIIa*,215665,112440,121.07,
66.0092,-34.0169,3.96,1.49,K4III,28028,20535,83.68,Beemim
89.7867,-42.8153,3.96,1.14,K0III,40808,28328,162.87,
102.4604,-32.5086,3.96,-0.23,B1.5IVne,50013,32759,242.13,
115.9521,-28.9547,3.96,0.18,A2Iabe,62623,37677,,
182.9129,-52.3686,3.96,-0.15,B3V,105937,59449,104.93,
241.7017,-20.6692,3.96,-0.04,B1V,144470,78933,129.87,
300.1479,-72.9106,3.96,-0.03,A0V,188228,98495,32.54,
87.8725,39.1486,3.97,1.13,G9.5III*,39003,27673,65.92,
130.0258,-35.3083,3.97,0.94,G7Ib-II,74006,42515,119.05,
135.1600,41.7828,3.97,0.44,F5V,76943,44248,16.43,
137.8192,-62.3172,3.97,-0.18,B3III,79447,45101,153.14,
270.1612,2.9317,3.97,0.02,B5Ib,164353,88192,,
290.9717,-40.6161,3.97,-0.1,B8V,181869,95347,52.08,Rukbat
337.3175,-43.4956,3.97,1.03,G6-8III,213009,110997,90.66,
350.7425,-20.1006,3.97,1.1,K0III,220321,115438,49.65,
30.8587,72.4214,3.98,-0.01,A2V,12216,9598,49.7,
93.7137,-6.2747,3.98,1.32,K1.5IIIBa0.3,43232,29651,197.63,
109.2075,-67.9572,3.98,0.79,F6II,57623,35228,202.43,
303.8679,47.7144,3.98,1.52,K3Ib+B3V,192909,99848,,
349.3575,-58.2358,3.99,0.4,F1III,219571,114996,22.03,
30.0013,-21.0778,4.00,1.57,M0III,12274,9347,92.25,
43.4704,-49.8903,4.00,2.11,M7IIIe,18242,13502,,
135.6117,-66.3961,4.00,0.14,A2-3IVm,78045,44382,38.11,
156.0987,-74.0317,4.00,0.35,F2IV,90589,50954,16.22,
220.4900,-37.7936,4.00,-0.17,B3V,129116,71865,93.55,
34.3287,33.8472,4.01,0.02,A1Vnn,14055,10670,36.06,
132.6329,-27.7100,4.01,1.27,K3-III,75691,43409,63.98,
201.3063,54.9881,4.01,0.16,A5V,116842,65477,24.88,Alcor
240.4721,58.5653,4.01,0.52,F8IV,144284,78527,20.92,
242.9988,-19.4606,4.01,0.04,B3V,145502,79374,133.87,Jabbah
280.7588,-71.4281,4.01,1.14,K0III,171759,91792,64.31,
290.6596,-44.4589,4.01,-0.1,B9V,181454,95241,116.01,Arkab Prior
307.3487,30.3686,4.01,0.4,F5II,195295,101076,232.56,
342.3979,-13.5925,4.01,1.57,M0III,216032,112716,116.55,
359.8279,6.8633,4.01,0.42,F4IV,224617,118268,32.49,
71.3754,-3.2547,4.02,-0.15,B5IV,30211,22109,163.13,
131.6742,28.7600,4.02,1.01,G7.5IIIaBa0.1,74739,43103,91.41,
182.1033,-24.7289,4.02,0.32,F2III-IV,105452,59199,14.77,Alchiba
244.9600,-50.1556,4.02,1.08,G8III,146686,80000,39.09,
284.9058,15.0683,4.02,1.08,K1-IIICN0.5Ba0.2,176411,93244,47.13,
285.4200,-5.7389,4.02,1.09,K1III,176678,93429,45.56,
323.4954,45.5919,4.02,0.89,G8IIIFe-0.5,205435,106481,38.17,
338.8392,-0.1175,4.02,-0.09,B9IV-Vn,213998,111497,56.27,
75.8546,60.4422,4.03,0.92,G1Ib-IIa,31910,23522,,
176.4650,6.5294,4.03,1.51,M1IIIab,102212,57380,95.97,
193.6483,-57.1778,4.03,-0.17,B2IV-V,112092,63003,115.74,
271.3637,2.4994,4.03,0.86,K0V,165341,88601,5.09,
308.3033,11.3033,4.03,-0.13,B6III,195810,101421,110.01,Aldulfin
59.7413,35.7911,4.04,0.01,O7.5III(n)((f)),24912,18614,,Menkib
62.1654,47.7125,4.04,-0.03,B3Ve,25940,19343,169.78,
62.9663,-6.8375,4.04,0.33,F2II-III,26574,19587,38.49,Beid
184.6088,-64.0031,4.04,-0.17,B2.5V,106983,60009,110.74,
283.8338,43.9461,4.04,1.59,M5III,175865,92862,107.18,
47.2667,49.6133,4.05,0.59,G0V,19373,14632,10.53,
170.2842,6.0294,4.05,-0.06,B9.5V s,98664,55434,65.62,
215.1392,-37.8853,4.05,-0.03,A0IV,125473,70090,75.82,
216.2992,51.8508,4.05,0.5,F7V,126660,70497,14.57,
219.4717,-49.4258,4.05,-0.15,B5V,128345,71536,95.15,
220.9142,-35.1736,4.05,1.35,K3IIIb,129456,72010,62.93,
227.2108,-45.2797,4.05,-0.18,B3V,133955,74117,124.69,
11.8346,24.2672,4.06,1.12,K1IIe,4502,3693,55.62,
113.9804,26.8958,4.06,1.54,M0III-IIIb,60522,36962,73.69,
254.8963,-53.1606,4.06,1.45,K4IIIab,152980,83153,93.28,
25.9150,50.6886,4.07,-0.04,B2Vep,10516,8068,219.78,
39.8708,0.3286,4.07,-0.22,B2IV,16582,12387,198.41,
74.0929,13.5144,4.07,1.15,K2-IIIFe-1,31421,22957,51.92,
103.5475,-12.0386,4.07,1.43,K4III,50778,33160,77.28,
124.6317,-76.9197,4.07,0.39,F5III,71243,40702,19.46,
131.1000,-42.6492,4.07,0.87,G5III,74772,42884,70.08,
207.3692,15.7978,4.07,1.52,K5.5III,120477,67459,75.24,
229.3783,-58.8011,4.07,0.09,A3V,135379,74824,29.63,
316.4867,-17.2328,4.07,-0.01,A1V,200761,104139,48.52,
143.6112,-59.2294,4.08,0.01,B5II,83183,46974,,
164.9437,-18.2989,4.08,1.09,K0+III,95272,53740,53.45,Alkes
171.2204,-17.6839,4.08,0.21,A5V,99211,55705,25.71,
214.0037,-6.0006,4.08,0.52,F6III,124850,69701,21.39,Syrma
320.5217,19.8044,4.08,1.11,K1III,203504,105502,47.19,
325.8767,58.7800,4.08,2.35,M2-Ia,206936,107259,,
24.1992,41.4056,4.09,0.54,F8V,9826,7513,13.47,Titawin
35.4371,-68.6594,4.09,0.03,A3V,15008,11001,41.49,
45.5979,-23.6244,4.09,0.16,A4IV,18978,14146,26.42,
84.2262,9.2906,4.09,0.95,K0IIIbFe-2,37160,26366,35.59,
237.1850,18.1417,4.09,1.62,M0.5IIIab,141477,77450,106.84,Gudja
40.1667,-39.8556,4.11,1.02,K0III,16815,12486,44.6,
39.8975,-68.2669,4.11,-0.06,B9V,16978,12394,47.01,
52.7183,12.9367,4.11,1.12,K0II-IIIFe-0.5,21754,16369,110.5,
117.3096,-46.3733,4.11,-0.18,B0III,63922,38164,,
158.8671,-78.6078,4.11,1.58,M0III,92305,51839,126.74,
176.6283,-61.1783,4.11,0.9,G5Ib-II,102350,57439,133.16,
184.3921,-67.9608,4.11,1.58,M5III,106849,59929,92.59,
234.1800,-66.3169,4.11,1.17,K1-2III,138538,76440,66.27,
287.3679,-37.9044,4.11,0.04,A2V,178253,94114,39.76,Meridiana
287.5071,-39.3408,4.11,1.2,K0II,178345,94160,155.76,
312.9554,-26.9192,4.11,1.64,M0-III-IIIbBa0.2,198542,102978,192.68,
337.4396,-43.7494,4.11,1.57,M4.5IIIa,213080,111043,99.6,
41.0500,49.2283,4.12,0.49,F8V,16895,12777,11.23,
90.5958,9.6475,4.12,0.16,A2V,40932,28614,46.53,
105.9396,-15.6333,4.12,-0.12,B8II,53244,34045,123.3,Muliphein
147.8696,-14.8467,4.12,0.92,G7-III,85444,48356,83.89,Zhang
181.3021,8.7331,4.12,0.98,G8IIIaCN-1Ba1CH1,104979,58948,52.41,
345.2200,-52.7542,4.12,0.98,G8-K0III,217364,113638,34.49,
277.2079,-49.0708,4.13,1.02,G8-K0III,169767,90568,39.06,
298.8154,-41.8683,4.13,1.08,K0II-III,188114,98032,58.0,
326.1613,25.6450,4.13,0.43,F5IV,206901,107354,35.29,
333.9925,37.7489,4.13,1.46,K3-II-III,211388,109937,192.31,
354.9875,5.6264,4.13,0.51,F7V,222368,116771,13.79,
63.7246,48.4094,4.14,0.95,G0Ib,26630,19812,221.73,
80.9867,-7.8081,4.14,0.96,G8IIIFe-0.5,35369,25247,53.45,
129.4112,-42.9892,4.14,0.11,A6II,73634,42312,,
233.2325,31.3592,4.14,-0.13,B6Vnne,138749,76127,95.33,
311.5237,-25.2708,4.14,0.43,F4V,197692,102485,14.67,
355.1021,44.3339,4.14,-0.08,B9IVn,222439,116805,52.03,
97.2408,20.2122,4.15,-0.13,B6IIIe,45542,30883,154.08,
107.9663,-0.4928,4.15,-0.01,A2V,55185,34769,114.94,
181.7204,-64.6136,4.15,0.34,F2III,105211,59072,19.69,
238.4562,-16.7294,4.15,1.02,G8.5IIIb,142198,77853,49.95,
239.3971,26.8778,4.15,1.23,K2IIIab,143107,78159,70.42,
341.5137,-81.3817,4.15,0.2,A9IV-V,214846,112405,43.05,
8.2500,62.9317,4.16,0.14,B1Ia,2905,2599,,
91.0300,23.2633,4.16,0.82,G7III,41116,28734,46.21,
129.4142,5.7036,4.16,0.0,A1Vnn,73262,42313,54.91,
249.0938,-35.2556,4.16,1.57,K6III,149447,81304,103.84,
334.2083,-7.7833,4.16,0.98,G8III-IV,211391,110003,58.69,Ancha
57.3637,-36.2003,4.17,0.95,G9II-III,24160,17874,64.35,
261.5925,-24.1753,4.17,0.28,A3m,157792,85340,25.67,
340.1642,-27.0436,4.17,-0.11,B8V,214748,111954,228.31,
56.5817,23.9483,4.18,-0.06,B6IVe,23480,17608,110.13,Merope
112.2779,31.7844,4.18,0.32,F0V,58946,36366,18.5,
214.0958,46.0883,4.18,0.08,A0p,125162,69732,29.78,Xuange
207.3612,-34.4508,4.19,1.5,M4.5III,120323,67457,54.38,
213.2242,-10.2736,4.19,1.33,K2.5IIIFe-0.5,124294,69427,68.54,Kang
281.4154,20.5464,4.19,0.46,F6V,173667,92043,19.09,
333.7583,57.0436,4.19,0.28,F0IV,211336,109857,25.73,
341.6733,12.1728,4.19,0.5,F6III-IV,215648,112447,16.25,
82.6963,5.9481,4.20,-0.14,B5V,36267,25813,88.5,
119.2146,-22.8800,4.20,0.72,F7II,65228,38835,154.08,
248.5258,42.4369,4.20,-0.01,B9V,149630,81126,92.68,
52.2671,59.9403,4.21,0.41,B9Ia,21291,16228,,
85.1900,-1.9428,4.21,,B0III,37743,,,
156.9708,36.7072,4.21,0.9,G9IIIab,90537,51233,44.76,
343.9871,-32.5397,4.21,0.97,G8III,216763,113246,52.25,
348.9729,-9.0878,4.21,1.11,K0III,219449,114855,45.52,
66.3421,22.2939,4.22,0.13,A7IV-V,27934,20635,47.01,
275.1896,71.3378,4.22,-0.1,A0pSi:,170000,89908,88.65,
281.7938,-4.7478,4.22,1.1,G4IIa,173764,92175,211.42,
283.0542,-62.1875,4.22,-0.14,B2II-IIIe,173948,92609,,
307.3954,62.9942,4.22,0.2,A7III,195725,101093,41.6,
311.4154,30.7197,4.22,1.05,G9.5III,197912,102453,63.13,
321.6108,-65.3661,4.22,0.49,F6V,203608,105858,9.22,
348.5808,-6.0489,4.22,1.56,M1.5III,219215,114724,68.12,
5.0179,-64.8747,4.23,0.58,F9V,1581,1599,8.59,
42.6463,38.3186,4.23,0.34,F2III,17584,13254,39.15,
54.1225,48.1928,4.23,-0.06,B5Ve,22192,16826,214.59,
56.7121,-23.2497,4.23,0.42,F3III,23754,17651,17.92,
206.4217,-33.0439,4.23,0.38,F3IV,119756,67153,19.26,
241.6479,-36.8022,4.23,-0.17,B2.5Vn,144294,78918,125.94,
247.8454,-34.7044,4.23,-0.16,B2III-IV,148703,80911,228.83,
251.4921,82.0372,4.23,0.89,G5III,153751,82080,106.27,
297.6412,32.9142,4.23,1.82,S6+/1e,187796,97629,106.04,
319.3542,39.3947,4.23,0.12,B9Iab,202850,105102,,
326.6983,49.3094,4.23,-0.12,B3III,207330,107533,354.61,
118.3258,-48.1031,4.24,-0.14,B0.5Ib,64760,38518,,
250.7692,-77.5175,4.24,1.06,K0III,149324,81852,48.33,
304.4121,-12.5083,4.24,1.07,G3Ib,192876,100027,,
17.1863,86.2569,4.25,1.21,K2II-III,5848,5372,95.88,
17.3758,47.2419,4.25,-0.07,B7Ve,6811,5434,225.73,
36.7463,-47.7039,4.25,-0.14,B5IV,15371,11407,162.07,
41.0308,-13.8586,4.25,-0.14,B7V,17081,12770,135.14,
64.0067,-51.4867,4.25,0.3,F4III,27290,19893,20.3,
69.1725,41.2647,4.25,1.22,K4III+A3V,29094,21476,196.85,
68.9137,10.1608,4.25,0.18,A5m,29140,21402,46.13,
125.7088,43.1881,4.25,1.55,K4.5III-IIIb,70272,41075,119.19,Alsciaukat
134.6217,11.8578,4.25,0.14,A5m,76756,44066,53.22,Acubens
156.7879,-31.0678,4.25,1.45,K4III,90610,51172,112.36,
216.8812,75.6961,4.25,1.44,K4-IIIBa0.3,127700,70692,105.71,
26.3483,9.1578,4.26,0.96,G8III,10761,8198,79.18,Torcular
89.9838,45.9369,4.26,1.72,M3II,40239,28404,,
184.5863,-79.3122,4.26,-0.12,B5Vn,106911,60000,82.99,
188.4354,41.3575,4.26,0.59,G0V,109358,61317,8.37,Chara
197.9683,27.8781,4.26,0.57,F9.5V,114710,64394,9.15,
210.4117,1.5444,4.26,0.1,A3V,122408,68520,66.93,
242.1925,44.9350,4.26,-0.07,B9p:Mn:,145389,79101,70.08,
265.3537,-12.8753,4.26,0.08,A2V,160613,86565,51.52,
41.2354,10.1142,4.27,0.31,F0IV,17094,12828,25.83,
49.9821,-43.0697,4.27,0.71,G8V,20794,15510,6.06,
53.4471,-21.6328,4.27,-0.11,B8V+B8V,22203,16611,90.74,
69.5396,12.5108,4.27,0.12,A6V,29388,21589,45.89,
77.2867,-8.7542,4.27,-0.19,B2IVne,33328,23972,,
122.3721,-47.3458,4.27,-0.23,B1IV,68243,,,
193.3592,-40.1789,4.27,0.21,A7III,111968,62896,47.55,
196.7275,-49.9061,4.27,-0.19,B1.5V,113791,64004,126.26,
229.6333,-47.8750,4.27,-0.08,B8Ve,135734,74911,89.13,
311.6646,16.1242,4.27,1.04,K1IV,197964,102532,31.11,
331.6092,-13.8697,4.27,-0.07,B9IV-V,209819,109139,52.91,
15.7358,7.8900,4.28,0.96,K0III,6186,4906,58.34,
37.0396,8.4600,4.28,-0.06,B9III,15318,11484,53.97,
54.2183,0.4017,4.28,0.58,F9IV-V,22484,16852,13.72,
66.5771,22.8136,4.28,0.26,A8Vn,28024,20711,47.46,
70.5613,22.9569,4.28,-0.13,B3V,29763,21881,122.85,
115.8279,28.8836,4.28,1.12,K1III,62044,37629,37.48,
159.8267,-55.6033,4.28,1.04,G2-3Ib,92449,52154,276.24,
178.2275,-33.9081,4.28,-0.1,B9IIIpSi,103192,57936,111.98,
247.7846,-16.6128,4.28,0.92,G8+IIIa,148786,80894,64.39,
320.5617,-16.8344,4.28,0.9,G7IIIFe-1.5,203387,105515,66.09,
346.7200,-43.5206,4.28,0.42,F5mDel Del,218227,114131,40.8,
351.9921,6.3789,4.28,1.07,K1III,220954,115830,48.69,
61.6458,50.3514,4.29,0.02,A0IVn,25642,19167,106.27,
63.8838,8.8922,4.29,-0.06,B3IV,26912,19860,133.33,
66.3725,17.9281,4.29,0.05,A2IV,27962,20648,45.35,
73.5125,66.3428,4.29,0.03,O9.5Ia,30614,22783,,
79.8937,-13.1767,4.29,-0.26,B0.5IV,34816,24845,,
144.2717,81.3264,4.29,1.48,K3IIIa,81817,47193,330.03,
261.8388,-29.8669,4.29,0.4,F5IVDel Sct*,157919,85423,34.18,
264.1367,-38.6353,4.29,1.09,K0IIIb,159433,86170,44.17,
290.8050,-44.7997,4.29,0.34,F2III,181623,95294,42.52,Arkab Posterior
326.3621,61.1208,4.29,0.52,A2Ia,207260,107418,,
330.9475,64.6278,4.29,0.34,A3/6Vm,209790,108917,31.18,Kurhah
332.4967,33.1783,4.29,0.46,F5III,210459,109410,77.16,
337.8762,-32.3461,4.29,0.01,A0V,213398,111188,45.48,
354.5342,43.2681,4.29,-0.1,B8V,222173,116631,154.08,
56.3021,24.4672,4.30,-0.11,B6IV,23338,17531,114.29,Taygeta
130.8063,3.3986,4.30,-0.2,B3V,74280,42799,143.06,
174.2371,-0.8239,4.30,1.0,G8.5IIICN-0.5,100920,56647,54.61,
283.6258,36.8989,4.30,1.68,M4II,175588,92791,275.48,
303.3496,56.5678,4.30,0.11,A3IV-Vn,192696,99655,46.71,
14.6517,-29.3575,4.31,-0.16,B7IIIp,5737,4577,206.19,
142.9300,22.9681,4.31,1.54,K5III,82308,46750,103.2,Alterf
188.0175,-16.1961,4.31,0.38,F2III-IV,109085,61174,18.21,
231.1225,37.3772,4.31,0.31,F2IVa,137391,75411,37.09,Alkalurops
70.1104,-19.6717,4.32,1.61,M4III,29755,21763,110.74,
112.0408,8.9256,4.32,1.43,K3-IIIFe-0.5,58972,36284,121.95,
131.5938,-13.5478,4.32,0.9,G8-IIIFe-1,74918,43067,69.54,
177.4213,-63.7883,4.32,-0.15,B3Vne,102776,57669,140.85,
216.7287,-83.6678,4.32,1.31,K2III,124882,70638,85.47,
222.9100,-43.5756,4.32,-0.15,B5IV,130807,72683,125.0,
236.0146,77.7944,4.32,0.04,A3Vn,142105,77055,115.21,
241.8513,-20.8686,4.32,0.84,G3II-III,144608,78990,81.17,
309.5846,-1.1053,4.32,0.95,G7.5IIIa,196574,101847,117.65,
17.7758,55.1497,4.33,0.17,A7V,6961,5542,42.14,
30.5117,2.7636,4.33,0.03,A0pSiSr,12447,,,Alrescha
97.9637,-23.4183,4.33,-0.24,B0.5IV,46328,31125,,
130.1542,-59.7611,4.33,-0.11,B1.5III,74375,42568,432.9,
180.7562,-63.3128,4.33,0.27,Am,104671,58758,70.47,
193.2788,-48.9433,4.33,1.37,K3-4III,111915,62867,92.85,
215.0813,-56.3867,4.33,0.12,B6Ib,125288,70069,,
234.5133,-42.5675,4.33,1.42,K4.5III,139127,76552,70.47,
260.2071,-12.8469,4.33,0.03,A2V,156928,84880,59.31,
274.9654,36.0644,4.33,1.17,K2IIIabCN0.5,168775,89826,72.94,
122.1483,-2.9839,4.34,0.97,G2Ib,67594,39863,,
